Port,longitude,latitude
SALERNO,14.45,40.4
VIBO VALENTIA MARINA,16.08,38.43
REGGIO DI CALABRIA,15.39,38.07
MESSINA,15.34,38.12
MILAZZO,15.15,38.13
GIOIA TAURO,15.54,38.25
TERMINI IMERESE,13.42,37.59
PORTO DI PALERMO,13.22,38.08
TRAPANI,12.3,38.01
MARSALA,12.26,37.47
MAZARA DEL VALLO,12.35,37.39
PORTO EMPEDOCLE,13.32,37.17
LICATA,13.56,37.06
GELA,14.15,37.04
POZZALLO,14.51,36.43
SIRACUSA,15.17,37.03
MELILLI OIL TERMINAL,15.15,37.07
AUGUSTA,15.14,37.13
CATANIA,15.06,37.3
LIPARI,14.58,38.29
VALLETTA HARBORS,14.31,35.54
MARSAXLOKK,14.33,35.49
CROTONE,17.08,39.05
TARANTO,17.12,40.28
GALLIPOLI,17.59,40.03
OTRANTO,18.3,40.09
BRINDISI,17.59,40.39
TORRE DEL GRECO,14.22,40.47
MONOPOLI,17.18,40.57
BARI,16.52,41.08
MOLFETTA,16.36,41.13
PORTO DI BARLETTA,16.17,41.19
MANFREDONIA,15.55,41.37
VASTO,14.43,42.07
ORTONA,14.25,42.21
PESCARA,14.13,42.28
ANCONA,13.3,43.37
PORTO DI CORSINI,12.17,44.3
PORTO DI CHIOGGIA,12.18,45.14
PORTO DI MALAMOCCO,12.19,45.2
PORTO DI LIDO-VENEZIA,12.26,45.25
MONFALCONE,13.33,45.47
TRIESTE,13.46,45.39
MUGGIA,13.46,45.36
KOPER,13.44,45.33
PIRAN,13.34,45.32
UMAG,13.31,45.26
ROVINJ,13.38,45.05
PULA,13.48,44.53
ZALIV RASA,14.04,45.03
BRSICA,14.03,45.02
RIJEKA LUKA,14.26,45.2
BAKAR,14.32,45.18
OMISALJ,14.33,45.13
SENJ,14.54,44.59
ZADAR,15.13,44.07
SIBENIK,15.53,43.44
SPLIT,16.26,43.3
DUGI RAT,16.39,43.27
PLOCE,17.26,43.03
NEUM,17.36,42.55
KORCULA,17.08,42.56
DUBROVNIK,18.05,42.4
RISAN,18.42,42.31
KOTOR,18.46,42.25
TIVAT,18.42,42.26
BAR,19.05,42.05
SHENGJIN,19.36,41.49
DURRES,19.27,41.19
VLORES,19.3,40.28
KERKIRA,19.56,39.37
PREVEZA,20.45,38.57
ARGOSTOLION,20.31,38.11
MESOLONGION,21.25,38.22
ITEA,22.25,38.26
AIYION,22.05,38.15
PATRAI,21.44,38.15
KATAKOLON,21.19,37.39
PILOS,21.4,36.54
KALAMATA,22.07,37.01
YITHION,22.34,36.45
NAVPLIO,22.48,37.34
SPETSES,23.1,37.16
LAVRIO,24.04,37.42
MEGARA OIL TERMINAL,23.24,37.58
AYIOS NIKOLAOS,23.32,37.59
ELEVSIS,23.33,38.02
PAKHI OIL TERMINAL,23.23,37.58
PERAMA,23.34,37.58
PIRAIEVS,23.39,37.56
ORMOS MIKRO VATHI,23.36,38.26
DHIAVLOS STENO,23.36,38.27
CHALKIS,23.36,38.28
ORMOS ALIVERIOU,24.03,38.23
ASTAKOS,21.06,38.29
ASPROPIRGOS,23.36,38.02
PORTHMOS EVRIPOU,23.35,38.28
LARIMNA,23.17,38.34
KYMASSI,23.28,38.5
ACHLADI,22.49,38.54
STILIS,22.37,38.55
TSINGELI,22.51,39.1
VOLOS,22.57,39.22
MILIANA,23.13,39.1
THESSALONIKI,22.56,40.38
YERAKINI,23.28,40.16
STRATONI,23.5,40.31
KAVALA,24.24,40.56
LAGOS,25.08,41
ALEXANDROUPOLI,25.53,40.5
MITILINI,26.34,39.06
PLOMARION,26.22,38.59
VRAKHONISIS KALLONIS,26.05,39.05
KHIOS,26.08,38.22
NEON KARLOVAS,26.41,37.48
SAMOS,26.58,37.45
PITHAGORION,26.57,37.41
GAVRIO,24.44,37.53
ANDROS,24.57,37.5
MIKONOS,25.2,37.27
LIMIN SIROU,24.57,37.26
NISOS NAXOS,25.22,37.06
MILOS,24.27,36.43
AKRA KAVONISI,23.38,35.31
SOUDHA,24.11,35.29
RETHIMNON,24.28,35.22
IRAKLION,25.09,35.21
SITIA,26.08,35.13
AYIOS NIKOLAOS,25.43,35.12
KALI LIMENES,24.5,34.56
RODHOS,28.14,36.27
LIMIN KOS,27.17,36.54
KALIMNOS,26.59,36.57
LAKKI,26.51,37.08
ALIAGA,26.56,38.5
GEMLIK,29.07,40.25
ECEABAT,26.22,40.11
GELIBOLU,26.4,40.24
BORUSAN FERTILIZER JETTY,29.06,40.25
AMBARLI,28.42,40.58
TEKIRDAG,27.31,40.59
ISTANBUL,28.58,41.01
DEFTERDAR BURNU,29.02,41.03
ISTINYE,29.03,41.07
BURGAS,27.29,42.29
VARNA,27.58,43.11
MANGALIA,28.35,43.49
BASARABI,28.26,44.1
CONSTANTA,28.39,44.1
MEDGIDIA,28.16,44.15
DANUBE-BLACK SEA CANAL,28.11,44.16
CERNAVODA,28.03,44.2
MIDIA,28.4,44.21
SULINA,29.4,45.1
TULCEA,28.49,45.1
BRAILA,27.59,45.15
GALATI,28.05,45.25
IZMAYIL,28.51,45.2
ILLICHIVSK,30.39,46.18
ODESA,30.44,46.29
YUZHNYY,31.01,46.36
MYKOLAYIV,31.59,46.57
PORT OKTYABRSK,31.56,46.5
DNIPRO-BUZKYY,31.53,46.44
KHERSON,32.36,46.37
BELGOROD-DNESTROVSKY,30.22,46.11
SKADOVS'K,32.55,46.06
KHORLY,33.17,46.05
CHORNOMORS KE,32.42,45.31
UST-DUNAISK,29.42,45.28
YEVPATORIYA,33.23,45.12
SEVASTOPOL,33.32,44.37
BALAKLAVA,33.36,44.3
YALTA,34.1,44.29
ALUSHTA,34.25,44.41
SUDAK,34.59,44.51
FEODOSIYA,35.26,45.01
KERCH,36.29,45.21
RENI,28.18,45.26
HENICHESK,34.49,46.1
KYRYLIVKA,35.22,46.21
BERDYANSK,36.47,46.45
MARIUPOL,37.34,47.05
TAGANROG,38.57,47.12
ROSTOV-NA-DONU,39.43,47.1
AZOV,39.26,47.06
YEYSK,38.16,46.44
TEMRYUK,37.21,45.21
KAVKAZ OIL TERMINAL,36.39,45.2
ANAPA,37.19,44.53
NOVOROSSIYSK,37.47,44.43
GELENDZHIK,38.04,44.33
TUAPSE,39.04,44.06
SOCHI,39.44,43.35
ADLER,39.56,43.26
SOKHUMI,40.59,42.59
POTI,41.35,42.09
SUPSA MARINE TERMINAL,41.43,42.06
BATUMI,41.39,41.39
HOPA,41.24,41.25
RIZE,40.31,41.04
TRABZON,39.46,41.01
GIRESUN,38.24,40.56
ORDU,37.53,41
SAMSUN,36.21,41.18
SINOP,35.1,42.03
INEBOLU,33.46,41.59
ZONGULDAK,31.49,41.28
EREGLI,31.27,41.18
HAYDARPASA,29.01,41
BOTAS NATURAL GAS TERMINAL,27.59,41
YARIMCA,29.42,40.48
KABA BURNU,29.32,40.46
DERINCE BURNU,29.49,40.45
IZMIT,29.55,40.46
GEBZE,29.33,40.46
GOLCUK BURNU,29.49,40.44
MUDANYA,28.53,40.23
BANDIRMA,27.58,40.21
ERDEK,27.48,40.23
KARABIGA,27.19,40.24
CANAKKALE,26.24,40.09
AYVALIK,26.42,39.19
DIKILI,26.49,39.01
IZMIR,27.08,38.26
GULLUK,27.37,37.15
NEMRUT LIMANI BAY,26.55,38.46
KUSADASI,27.15,37.52
BODRUM,27.26,37.02
TOROS GUBRE,35.58,36.55
BOTAS DORTYOL OIL TERMINAL,36.08,36.52
YAKACIK,36.11,36.43
DELTA TERMINAL,36.1,36.51
MARMARIS,28.17,36.51
AKSAZ LIMANI,28.23,36.5
ANTALYA OFFSHORE TERMINAL,30.36,36.49
FETHIYE,29.06,36.38
ANTALYA,30.37,36.5
ALANYA,32,36.32
TASUCU,33.53,36.19
MERSIN,34.38,36.48
BOTAS,35.56,36.53
ISKENDERUN,36.1,36.36
KYRENIA,33.2,35.21
XEROS,32.5,35.08
LIMASSOL,33.03,34.4
LARNACA,33.39,34.55
DHEKELIA,33.43,34.58
FAMAGUSTA,33.56,35.07
TARTUS,35.52,34.54
BANIYAS,35.57,35.11
AL LADHIQIYAH,35.46,35.32
TARABULUS,35.5,34.27
BAYRUT,35.3,33.54
SIDON/ZAHRANI TERMINAL,35.19,33.32
SAYDA,35.21,33.3
HAIFA,35,32.49
HADERA,34.54,32.28
ASHDOD,34.39,31.49
ASHQELON,34.3,31.4
BUR SAID (PORT SAID),32.18,31.16
DAMIETTA,31.45,31.29
EL MAADIYA,30.09,31.16
AL ISKANDARIYH (ALEXANDRIA),29.5,31.1
SIDI KERIR (KURAYR),29.37,31.06
EL HAMRA OIL TERMINAL,28.52,30.59
MERSA MATRUH,27.14,31.21
MERSA TOBRUQ,23.59,32.05
DARNAH,22.39,32.46
BANGHAZI,20.03,32.07
EZ ZUEITINA,20.03,30.51
AL BURAYQAH,19.36,30.25
RAS   LANUF,18.34,30.31
AS SIDR,18.22,30.38
MISRATAH,15.13,32.22
KHOMS,14.15,32.4
MINA TARABULUS (TRIPOLI),13.11,32.54
AZ ZAWIYA,12.43,32.48
BOURI OIL FIELD,12.39,33.54
MARSA SABRATAH,12.3,32.49
ABU KHAMMASH,11.49,33.04
ZARZIS,11.07,33.3
DIDON TERMINAL,11.54,33.47
HOUMT SOUK,10.51,33.53
GABES,10.07,33.54
ASHTART OIL TERMINAL,11.23,34.17
SKHIRA,10.06,34.17
MERSA SFAX,10.46,34.44
MAHDIA,11.04,35.3
SOUSSE,10.39,35.5
LA GOULETTE,10.18,36.48
TUNIS,10.15,36.48
RADES,10.18,36.49
TAZERKA OIL TERMINAL,11.41,36.36
BANZART,9.53,37.17
MENZEL BOURGUIBA,9.48,37.09
TABARKA,8.46,36.58
ANNABA,7.46,36.55
SKIKDA,6.55,36.53
PORT METHANIER,6.57,36.53
COLLO,6.35,37
DJEN-DJEN,5.53,36.49
JIJEL,5.47,36.5
BEJAIA,5.05,36.45
DELLYS,3.55,36.55
ALGER,3.04,36.46
TENES,1.19,36.32
MOSTAGANEM,0.05,35.56
ARZEW,-0.18,35.51
ARZEW EL DJEDID,-0.15,35.49
ORAN,-0.38,35.42
MERS EL KEBIR,-0.42,35.44
BENI SAF,-1.23,35.18
GHAZAOUET,-1.52,35.06
PORT D AL HOCEIMA,-3.55,35.15
CUETA,-5.19,35.54
TANGIER-MEDITERRANEAN,-5.31,35.54
TANGER,-5.49,35.47
PORT NADOR,-2.56,35.17
KENITRA,-6.36,34.18
MOHAMMEDIA,-7.24,33.43
CASABLANCA,-7.37,33.36
EL JADIDA,-8.3,33.15
EL JORF LASFAR,-8.37,33.07
SAFI,-9.15,32.18
ESSAOUIRA,-9.47,31.3
AGADIR,-9.38,30.26
AD DAKHLA,-15.55,23.42
LAAYOUNE,-13.26,27.05
NOUADHIBOU,-17.03,20.55
NOUAKCHOTT,-16.02,18.02
ST LOUIS,-16.31,16.01
M BAO OIL TERMINAL,-17.24,14.43
DAKAR,-17.26,14.41
RUFISQUE,-17.17,14.42
KARABANE,-16.4,12.34
LYNDIANE,-16.1,14.1
BANJUL,-16.34,13.27
RIO CACHEU,-16.14,12.17
BISSAU,-15.38,11.52
VICTORIA,-14.34,10.49
KAMSAR,-14.37,10.38
CONAKRY,-13.43,9.31
BENTI,-13.12,9.1
FREETOWN,-13.14,8.3
PEPEL,-13.03,8.35
BONTHE,-12.3,7.32
PORTO GRANDE,-25,16.53
PORTO DA PRAIA,-23.31,14.55
MONROVIA,-10.49,6.19
BUCHANAN,-10.04,5.52
GREENVILLE,-9.03,4.59
CAPE PALMAS,-7.43,4.22
SAN PEDRO,-6.37,4.44
BAOBAB MARINE TERMINAL,-4.33,4.58
PORT BOUET,-3.58,5.14
ABIDJAN,-4.01,5.15
ESPOIR MARINE TERMINAL,-4.27,5.03
TAKORADI,-1.44,4.53
SEKONDI,-1.42,4.57
SALTPOND,-1.03,5.12
TEMA,0.01,5.37
LOME,1.17,6.08
KPEME,1.31,6.12
COTONOU,2.26,6.21
LAGOS,3.24,6.24
TIN CAN ISLAND,3.21,6.21
ESCRAVOS OIL TERMINAL,5,5.3
KOKO,5.28,6
SAPELE,5.41,5.54
FORCADOS,5.26,5.22
FORCADOS OIL TERMINAL,5.11,5.1
BURUTU,5.3,5.21
WARRI,5.44,5.31
UKPOKITI MARINE TERMINAL,4.5,5.43
YOHO TERMINAL,7.28,4.01
SEA EAGLE TERMINAL,5.19,4.48
BRASS OIL TERMINAL,6.17,4.04
QUA IBOE OIL TERMINAL,8.02,4.14
PENNINGTON OIL TERMINAL,5.37,4.15
BONNY,7.1,4.27
BONNY OFFSHORE TERMINAL,7.14,4.11
OKRIKA,7.05,4.43
ONNE,7.09,4.41
PORT HARCOURT,7,4.46
ANTAN OIL TERMINAL,8.2,4.13
CALABAR,8.19,4.58
ODUDU TERMINAL,7.46,4
OKONO TERMINAL,7.18,3.59
OKWORI TERMINAL,6.59,3.51
LIMBOH TERMINAL,9.09,3.59
DOUALA,9.41,4.03
KOLE OIL TERMINAL,8.33,4.15
MOUDI MARINE TERMINAL,8.29,4.07
EBOME MARINE TERMINAL,9.49,2.48
KOME KRIBI 1 MARINE TERMINAL,9.48,2.55
BATA,9.46,1.52
PUNTA EUROPA TERMINAL,8.43,3.47
SERPENTINA TERMINAL,8.05,3.48
MALABO,8.47,3.45
LUBA,8.34,3.3
CEIBA TERMINAL,9.14,1.25
COGO,9.42,1.05
SANTO ANTONIO,7.27,1.39
SAO TOME,6.44,0.21
LIBREVILLE,9.27,0.23
PORT OWENDO,9.3,0.17
PORT GENTIL,8.48,-0.42
CAP LOPEZ,8.43,-0.38
OGUENDJO TERMINAL,8.55,-1.28
GAMBA OIL TERMINAL,10,-2.5
M'BYA OIL TERMINAL,10.56,-3.53
YOMBO TERMINAL,11.06,-4.27
POINTE NOIRE,11.5,-4.47
DJENO TERMINAL,11.54,-4.56
N'KOSSA TERMINAL,11.34,-5.16
TAKULA TERMINAL,11.47,-5.13
MALONGO OIL TERMINAL,12.05,-5.26
KUITO OIL FIELD,11.3,-5.28
CABINDA,12.12,-5.32
FUTILA TERMINAL,12.11,-5.27
BANANA,12.23,-5.59
BOMA,13.03,-5.51
MATADI,13.27,-5.49
SOYO ANGOLA LNG TERMINAL,12.2,-6.07
PALANCA TERMINAL,12.24,-6.57
GIRASSOL TERMINAL,11.41,-7.39
PORTO DO AMBRIZ,13.06,-7.5
ESTRELA OIL FIELD,12.24,-6.27
LUANDA,13.15,-8.48
PORTO AMBOIM,13.45,-10.44
SUMBE,13.5,-11.12
LOBITO,13.34,-12.2
NAMIBE,12.09,-15.12
WALVIS BAY,14.3,-22.57
LUDERITZ BAY,15.09,-26.39
GEORGETOWN,-14.25,-7.56
JAMESTOWN,-5.43,-15.55
NORTH POINT,-14.22,-7.53
EDINBURGH OF THE SEVEN SEAS,-12.18,-37.03
SALDANHA BAY,17.58,-33.02
CAPE TOWN,18.25,-33.55
SIMONSTOWN,18.26,-34.11
MOSSEL BAY,22.09,-34.11
PORT ELIZABETH,25.37,-33.58
EAST LONDON,27.55,-33.02
DURBAN,31.04,-29.52
RICHARDS BAY,32.05,-28.49
MAPUTO,32.35,-25.58
INHAMBANE,35.24,-23.55
BEIRA,34.5,-19.5
CHINDE,36.3,-18.34
QUELIMANE,36.53,-17.53
PORTO BELO,37.11,-17.42
PEBANE,38.09,-17.16
MOCAMBIQUE,40.44,-15.02
NACALA,40.4,-14.32
PEMBA,40.3,-12.58
IBO,40.37,-12.2
MIKINDANI,40.08,-10.16
MTWARA,40.12,-10.16
KILWA KIVINJE,39.25,-8.44
MJIMWEMA TERMINAL,39.22,-6.49
DAR ES SALAAM,39.18,-6.49
CHAKE CHAKE,39.46,-5.15
TANGA,39.07,-5.05
ZANZIBAR,39.11,-6.1
MOMBASA,39.4,-4.04
KILIFI,39.52,-3.38
MALINDI,40.08,-3.13
LAMU,40.54,-2.16
KISMAAYO,42.33,-0.22
BARAAWE,44.03,1.06
MARKA,44.47,1.43
MUQDISHO,45.21,2.02
VICTORIA,55.27,-4.37
MORONI,43.15,-11.42
FOMBONI,43.45,-12.16
MOUTSAMOUDU,44.24,-12.09
DZAOUDZI,45.15,-12.47
ANDOANY,48.18,-13.24
MAHAJANGA,46.18,-15.43
MAINTIRANO,44.01,-18.04
MORONDAVA,44.18,-20.17
TOLIARA,43.4,-23.22
FARADOFAY,47,-25.02
MANAKARA,48.03,-22.07
MANANJARY,48.2,-21.15
TOAMASINA,49.25,-18.1
MAROANTSETRA,49.49,-15.27
IHARANA,50,-13.21
ANTSOHIM BONDRONA,48.5,-13.05
ANTISRANANA,49.17,-12.16
SAINT-DENIS,55.27,-20.52
PORT EST,55.19,-20.56
PORT OUEST,55.17,-20.56
SAINT-PIERRE,55.28,-21.21
PORT LOUIS,57.3,-20.09
PORT MATHURIN,63.25,-19.41
DIEGO GARCIA,72.28,-7.21
BERBERA,45.01,10.27
BOOSAASO,49.11,11.17
DJIBOUTI,43.08,11.36
DORALEH,43.05,11.36
ASSAB,42.45,13
MITSIWA HARBOR,39.28,15.37
PORT SUDAN,37.14,19.36
AL KHAIR OIL TERMINAL,37.15,19.35
BESHAYER OIL TERMINAL,37.19,19.24
SAWAKIN HARBOR,37.21,19.08
NUWEIBA EL MUZEIMA,34.39,28.58
AL QUSAYR,34.17,26.06
HAMRAWEIN,34.12,26.15
BUR SAFAGA,33.57,26.44
EL TUR HARBOR,33.37,28.14
ZEIT BAY TERMINAL,33.36,27.5
EAST ZEIT TERMINAL,33.36,27.51
SHARM EL SHEIKH,34.17,27.51
ZEIT BAY LPG TERMINAL,33.34,27.48
EL GHARDAQA,33.51,27.13
RAS SHUKHIER,33.17,28.08
RAS GHARIB,33.06,28.21
RAS BADRAN OIL TERMINAL,33.1,28.57
NORTH AIN SUKHNA PORT,32.22,29.39
SOKHNA PORT GAS TANKER TERMINAL,32.22,29.41
AS SUWAYS,32.33,29.58
EL-ADABIYA,32.28,29.52
EL ISMAILIYA,32.17,30.35
RAS SUDR,32.42,29.35
AIN SUKHNA TERMINAL,32.22,29.35
ZAFARANA TERMINAL,32.41,29.1
RAS ABU ZANIMAH,33.07,29.02
WADI FEIRAN,33.12,28.45
ELAT,34.57,29.33
AL AQABAH,35,29.31
SHARMAH,35.15,27.56
DUBA,35.32,27.34
DUBA BULK PLANT TANKER TERMINAL,35.54,27.19
YANBU,38.03,24.05
KING FAHD PORT,38.13,23.57
RABIGH,38.59,22.44
JIDDAH,39.11,21.29
JIZAN,42.29,16.54
SALIF,42.4,15.18
RAS ISA MARINE TERMINAL,42.36,15.08
AL AHMADI,42.58,14.5
AL MUKHA,43.15,13.19
ADEN,44.57,12.47
NISHTUN,52.12,15.49
ASH SHIHR OIL TERMINAL,49.3,14.44
AL MUKALLA,49.07,14.31
RUDUM TERMINAL,47.55,13.59
BALHAF,48.11,13.58
MINA RAYSUT,54.01,16.56
QALHAT LNG TERMINAL,59.24,22.41
MINA QABUS,58.35,23.38
MINA AL FAHL,58.31,23.38
PORT OF SOHAR,56.38,24.31
KHAWR KHASAB,56.14,26.13
FUJAYRAH HARBOR,56.2,25.1
KHAWR FAKKAN,56.23,25.21
MINA SAQR,56.03,25.59
FATEH OIL TERMINAL,54.25,25.35
ZIRKUH PETROLEUM PORT,53,25.01
ZIRKUH OIL FIELD,53.03,24.52
MUBARRAZ OIL TERMINAL,53.31,24.26
AL JAZEERA PORT,55.47,25.43
AJMAN,55.26,25.25
ASH SHARIQAH,55.22,25.25
SHARJAH OFFSHORE TERMINAL,55.24,25.35
UMM AL QAYWAYN,55.35,25.35
AL HAMRIYAH LPG TERMINAL,55.29,25.28
DUBAYY,55.18,25.16
MINA JABAL ALI,55.03,25.01
JAZIRAT DAS,52.52,25.09
ABU ZABY,54.2,24.3
UMM AN NAR,54.29,24.27
HULAYLAH OIL TERMINAL,55.56,25.59
JABAL AZ ZANNAH/RUWAYS,52.42,24.12
UMM SAID,51.34,24.55
DOHA,51.32,25.17
JAZIRAT HALUL,52.25,25.41
RAS LAFFAN,51.35,25.55
AL SHAHEEN TERMINAL,52,26.35
AL RAYYAN TERMINAL,51.33,26.39
AL MANAMAH,50.35,26.14
SITRAH,50.4,26.1
MINA SALMAN,50.38,26.12
KHALIFA BIN SALMAN,50.45,26.15
DAMMAM,50.12,26.3
AL JUBAYL,49.4,27.05
RAS  TANNURAH,50.1,26.38
RAS AL GHAR,49.52,26.54
JU AYMAH LPG TERMINAL,50.03,26.52
JU AYMAH OIL TERMINAL,50.02,26.56
RAS AL MISHAB,48.38,28.07
RAS AL KHAFJI,48.35,28.26
MINA AZ ZAWR,48.24,28.44
MINA ASH SHUAYBAH,48.1,29.02
MINA ABD ALLAH,48.1,29.01
MINA AL AHMADI,48.1,29.04
AL KUWAYT,47.56,29.21
DOHA HARBOR,47.48,29.23
KHAWR AL AMAYA,48.48,29.47
AL-BASRA OIL TERMINAL,48.49,29.41
UMM QASR,47.57,30.01
AL BASRAH,47.5,30.31
KHAWR AL ZUBAIR,47.54,30.11
KHAWR AL ZUBAIR LNG TERMINAL,47.55,30.08
KHORRAMSHAHR,48.11,30.26
ABADAN,48.17,30.2
KHOSROWABAD,48.25,30.1
BANDAR-E MAHSHAHR,49.11,30.28
BANDAR KHOMEYNI,49.05,30.26
BARKAN OIL-LOADING TERMINAL,50.1,29.44
KHARG ISLAND OIL TERMINAL,50.2,29.14
SIRUS OIL TERMINAL,49.29,29.01
BUSHEHR,50.5,28.59
BANDAR-E PARS TERMINAL,52.32,27.32
JAZIREH-YE LAVAN OIL TERMINAL,53.2,26.47
BANDAR-E SHAHID REAJIE,56.04,27.06
BANDAR ABBAS,56.12,27.09
JAZIREH-YE HORMOZ,56.27,27.06
BANDAR TAHERI OFFSHORE TERMINAL,52.21,27.39
JAZIREH-YE SIRRI,54.33,25.54
JASK,57.46,25.38
CHAH BAHAR,60.37,25.16
GWADAR,62.18,25.08
KARACHI,66.59,24.47
MUHAMAMAD BIN QASIM,67.21,24.46
SIKKA,69.5,22.26
VADINAR TERMINAL,69.42,22.31
MUNDRA,69.42,22.44
MANDVI,69.21,22.5
KANDLA,70.13,23.02
NAVLAKHI,70.27,22.57
BEDI,70.02,22.31
OKHA,69.05,22.28
DAHEJ,72.32,21.42
PORBANDAR,69.36,21.38
VERAVAL,70.22,20.54
PIPAVAV BANDAR,71.31,20.55
BHAVNAGAR,72.14,21.46
MAGDALLA,72.45,21.09
HAZIRA,72.38,21.05
MUMBAI (BOMBAY),72.52,18.58
JAWAHARLAL NEHRU PORT (NHAVA SHIVA),72.57,18.57
RATNAGIRI,73.17,16.59
PANAJI,73.49,15.3
MARMAGAO,73.48,15.26
KARWAR,74.07,14.49
BELEKERI,74.16,14.42
NEW MANGALORE,74.49,12.55
AZHIKAL (AZHIKKAL),75.18,11.55
CALICUT (KOZHIKODE),75.46,11.15
BEYPORE,75.48,11.1
KOCHI (COCHIN),76.14,9.58
QUILON (KOLLAM),76.35,8.53
TRIVANDRUM,76.57,8.29
KOLACHEL,77.15,8.1
MALE,73.3,4.1
COLOMBO,79.51,6.57
GALLE HARBOR,80.13,6.01
TRINCOMALEE HARBOR,81.13,8.33
KANKESANTURAI,80.03,9.49
TUTICORIN,78.1,8.48
NAGAPPATTINAM,79.51,10.46
KARAIKAL PORT,79.52,10.5
CUDDALORE,79.46,11.43
PONDICHERRY,79.5,11.56
CHENNAI (MADRAS),80.18,13.06
KAMARAJAR PORT,80.19,13.16
MACHILIPATNAM,81.1,16.09
KAKINADA BAY,82.19,17
VISHAKHAPATNAM,83.18,17.41
PARADIP,86.41,20.16
HALDIA PORT,88.05,22.01
CALCUTTA,88.2,22.33
MONGLA,89.36,22.28
CHITTAGONG,91.49,22.19
SITTWE,92.54,20.08
BASSEIN,94.44,16.47
RANGOON,96.1,16.46
MOULMEIN HARBOR,97.37,16.29
YETAGUN MARINE TERMINAL,96.51,13.03
MERGUI,98.36,12.26
PORT BLAIR,92.45,11.41
PHUKET,98.24,7.5
KRABI,98.55,8.04
KANTANG HARBOR,99.31,7.24
BANG SAPHAN,99.36,11.11
KHANOM,99.54,9.12
PELABUHAN BASS,99.5,6.19
SAPANGAR BAY,116.07,6.05
PULAU PINANG,100.21,5.25
MALONG MARINE TERMINAL,104.49,4.38
LUMUT,100.38,4.14
TELUK ANSON,101.01,4.01
PORT KLANG,101.24,3
PORT DICKSON,101.47,2.32
PELABUHAN SUNGAI UDANG,102.08,2.15
MELAKA,102.15,2.12
MUAR,102.34,2.03
JOHOR,103.54,1.26
SERANGOON HARBOR,103.57,1.24
KEPPEL - (EAST SINGAPORE),103.51,1.17
PULAU BUKOM,103.46,1.14
PULAU SEBAROK,103.48,1.12
JURONG ISLAND,103.44,1.17
TANJUNGUBAN,104.13,1.04
TANJUNGPINANG,104.27,0.55
KIJANG,104.36,0.51
SEKUPANG,103.55,1.08
PULAU SAMBU,103.54,1.1
LALANG MARINE TERMINAL,102.13,1.11
DABO,104.34,-0.3
TOBOALI,106.27,-3.01
MUNTOK,105.1,-2.04
BLINYU,105.47,-1.38
PANGKALPINANG,106.08,-2.07
RAMBA,104.08,-2.37
TANJUNGPANDAN,107.38,-2.45
SUNGAIGERONG,104.5,-2.59
PALEMBANG,104.46,-2.59
ARDJUNA OIL FIELD,107.43,-5.53
CINTA OIL TERMINAL,106.14,-5.3
PANJANG,105.19,-5.28
BENGKULU,102.15,-3.47
PULAU BAAI,102.17,-3.55
TELUK BAYUR,100.22,-1
SIBOLGA,98.46,1.44
TANJUNG BALAI KARIMUN,103.26,0.59
JABUNG BATANGHARI MARINE TERMINAL,104.04,-0.55
KUALA TANJUNG,99.29,3.22
ULEELHEUE,95.17,5.34
SABANG,95.19,5.53
BLANGLANCANG,97.07,5.15
BLANGLANCANG,97.06,5.14
PANGKALANSUSU,98.13,4.07
BELAWAN,98.41,3.47
KUALA KAPUS,114.22,3
DUMAI,101.27,1.41
